path	sentence
clips\06727.mp3	我想素帆去舞廳上班
clips\06728.mp3	先解決債務
clips\06729.mp3	再慢慢跟張立委商量
clips\06730.mp3	妳這麼做打算推素帆下海耶
clips\06731.mp3	我怎麼會傷腦筋呢
clips\06732.mp3	我跟素帆去魚市場被指指點點
clips\06733.mp3	還被恐嚇，你知道嗎
clips\06734.mp3	是我這個爸爸沒用
clips\06735.mp3	害妳們母女跟著我吃苦
clips\06736.mp3	都不該跟人家簽那種契約
clips\06737.mp3	我們只有素帆這個女兒
clips\06738.mp3	女兒是我生的
clips\06739.mp3	我當然會心疼
clips\06740.mp3	不過當時我真的快被錢逼瘋了
clips\06741.mp3	張立委說得很好聽
clips\06742.mp3	媽，他說的話怎麼能夠相信
clips\06743.mp3	他剛才拿契約給我看
clips\06744.mp3	說已經給我們很多時間了
clips\06745.mp3	為什麼至今還沒告訴我
clips\06746.mp3	素帆，媽不是故意的
clips\06747.mp3	媽現在也很後悔
clips\06748.mp3	媽，妳偷偷把我賣了才說後悔
clips\06749.mp3	現在已經來不及了，妳知道嗎
clips\06750.mp3	真沒想到妳這麼狠心賣女兒
clips\06751.mp3	家裡環境比不上別人
clips\06752.mp3	我放棄讀大學的機會
clips\06753.mp3	留在家裡跟你們一起奮鬥
clips\06754.mp3	我心裡毫無怨言
clips\06755.mp3	但是真沒想到
clips\06756.mp3	妳會親手毀掉我的人生
clips\06757.mp3	我我是妳的親生女兒耶
clips\06758.mp3	如果能夠重來一次
clips\06759.mp3	媽寧願剁了自己的手
clips\06760.mp3	都不敢寫那張契約
clips\06761.mp3	現在說這些有什麼用
clips\06762.mp3	阿玉，妳怎麼這麼糊塗呢
clips\06763.mp3	都是我的錯
clips\06764.mp3	我乾脆離開這個家好了
clips\06765.mp3	阿帆，別再哭了
clips\06766.mp3	爸，你先去找媽
clips\06767.mp3	我怕她想不開，你快去
clips\06768.mp3	來台北還習慣嗎
clips\06769.mp3	妳爸媽多想妳啊
clips\06770.mp3	家昌的飯店這麼有名
clips\06771.mp3	親自帶妳去飯店
clips\06772.mp3	好吧，今天麻煩妳囉
clips\06773.mp3	這間飯店裝潢得真漂亮
clips\06774.mp3	又很高級耶
clips\06775.mp3	伯母，家昌嫌廚房太熱
clips\06776.mp3	難道妳不想吃家昌煮的菜嗎
clips\06777.mp3	家昌是這裡的主廚
clips\06778.mp3	很多人都喜歡吃他煮的料理
clips\06779.mp3	他這麼有心
clips\06780.mp3	這間包廂這麼大，不便宜吧
clips\06781.mp3	家昌是員工，有員工價
clips\06782.mp3	看看他進步多少
clips\06783.mp3	不等家昌來再叫他上菜嗎
clips\06784.mp3	現在家昌應該在忙
clips\06785.mp3	在這間大飯店當主廚不容易耶
clips\06786.mp3	這麼豐盛、這麼多
clips\06787.mp3	可以啊，很習慣
clips\06788.mp3	讓他知道家昌現在很會作菜
clips\06789.mp3	這位先生，請問你是
clips\06790.mp3	請問你是哪間包廂的客人
clips\06791.mp3	打包回去你們晚上熱來吃
clips\06792.mp3	我煮的菜合妳口味嗎
clips\06793.mp3	不過也很好吃
clips\06794.mp3	否則我的廚師帽就要被摘掉了
clips\06795.mp3	想在大飯店當主廚不容易耶
clips\06796.mp3	看你這樣我就放心了
clips\06797.mp3	回去對你爸有個交代了
clips\06798.mp3	不用擔心找不到工作
clips\06799.mp3	你們留在台北好好奮鬥
clips\06800.mp3	回去我會在惠如爸媽面前
clips\06801.mp3	幫你說好話
clips\06802.mp3	其實我很喜歡惠如
clips\06803.mp3	很希望她可以當我的媳婦
clips\06804.mp3	惠如，我想
clips\06805.mp3	幫我們三個拍張照
clips\06806.mp3	傳給妳伯父跟爸媽看
clips\06807.mp3	其實我是偷偷出來跟妳見面
clips\06808.mp3	媽，我現在是主廚
clips\06809.mp3	要我試過口味才能夠上菜
clips\06810.mp3	下次我來的時候
clips\06811.mp3	不要再用這個包廂
clips\06812.mp3	媽，有什麼關係
clips\06813.mp3	當然要給妳最好的
clips\06814.mp3	媽，阿昌師要回去忙了
clips\06815.mp3	經理，就是他
clips\06816.mp3	請問你是我們廚房的員工嗎
clips\06817.mp3	請問你們飯店有規定
clips\06818.mp3	不能穿廚師服嗎
clips\06819.mp3	這套衣服是我買給兒子穿的
clips\06820.mp3	我這麼做要鼓勵他、支持他
clips\06821.mp3	有天成為一個人人尊敬的主廚
clips\06822.mp3	更厲害、更有名
clips\06823.mp3	我怕他會欺騙客人
clips\06824.mp3	現在什麼情況
clips\06825.mp3	你們老實說
clips\06826.mp3	媽，其實我是這裡的儲備幹部
clips\06827.mp3	所以那個主管不認識我
clips\06828.mp3	才會告訴妳，他在這裡當主廚
clips\06829.mp3	我就是這裡的正式員工了
clips\06830.mp3	我該向你們主管好好道謝囉
clips\06831.mp3	你去請他進來
clips\06832.mp3	怎麼，不敢去嗎
clips\06833.mp3	就知道你們騙我
clips\06834.mp3	你們真令我傷心、失望
clips\06835.mp3	我會這麼說是怕妳擔心
clips\06836.mp3	你現在在哪裡上班
clips\06837.mp3	還是你根本尚未找到工作
clips\06838.mp3	我在一間酒家上班
clips\06839.mp3	你們就住在這裡嗎
clips\06840.mp3	媽，只是暫住這裡
clips\06841.mp3	以後我賺更多錢買間房子
clips\06842.mp3	妳跟爸可以常來台北玩
clips\06843.mp3	需要這麼顧及面子嗎
clips\06844.mp3	你何必騙我在大飯店當主廚
clips\06845.mp3	現在還妄想買房子
clips\06846.mp3	伯母，別怪家昌
clips\06847.mp3	我兒子絕不會讓他們失望
clips\06848.mp3	伯母，我相信家昌有實力
clips\06849.mp3	只是機會未到
clips\06850.mp3	我也相信他有實力
clips\06851.mp3	但是說謊就是不對
clips\06852.mp3	惠如放棄家中事業
clips\06853.mp3	媽，如果惠如媽媽知道
clips\06854.mp3	怎麼可能答應惠如跟我交往
clips\06855.mp3	你就可以委屈惠如嗎
clips\06856.mp3	害妳跟著家昌來這裡受委屈
clips\06857.mp3	伯母，妳別這麼說
clips\06858.mp3	是我自己決定來台北
clips\06859.mp3	都是我心甘情願
clips\06860.mp3	從小看妳爸媽對妳疼愛有加
clips\06861.mp3	現在妳為了家昌吃這種苦
clips\06862.mp3	我看乾脆妳回去吧
clips\06863.mp3	媽，為什麼妳也要拆散我們
clips\06864.mp3	現在你憑什麼要人家留下
clips\06865.mp3	雖然我現在在酒家工作
clips\06866.mp3	但是我真的很努力
clips\06867.mp3	每天拿鍋鏟
clips\06868.mp3	因為我知道一定得吃苦
clips\06869.mp3	以後才能給惠如幸福
clips\06870.mp3	我知道你很愛惠如
clips\06871.mp3	怎麼可能把女兒交給你
clips\06872.mp3	媽，只要妳不說
clips\06873.mp3	我一定會比現在更努力
clips\06874.mp3	以後一定會給惠如幸福
clips\06875.mp3	伯母，拜託妳
clips\06876.mp3	再給我們一次機會
clips\06877.mp3	暫時不要將事實告訴我媽
clips\06878.mp3	否則她一定要我馬上回去
clips\06879.mp3	媽，回去之後
clips\06880.mp3	我在酒家上班的事嗎
clips\06881.mp3	我能夠不告訴你爸
clips\06882.mp3	不告訴惠如爸爸、媽媽嗎
clips\06883.mp3	如果我真的這麼做
clips\06884.mp3	媽，知道我讓妳失望了
clips\06885.mp3	但是我能夠向妳發誓
clips\06886.mp3	我一定會好好奮鬥、存錢
clips\06887.mp3	我一定是餐廳老闆
clips\06888.mp3	現在你一個月薪水多少
clips\06889.mp3	林林總總都要錢
clips\06890.mp3	你不必僱用人、進貨嗎
clips\06891.mp3	你一點想法都沒有
clips\06892.mp3	我得在你爸爸及惠如爸爸面前
clips\06893.mp3	我就是不想讓惠如媽媽看不起
clips\06894.mp3	雖然我現在工作很辛苦
clips\06895.mp3	但是我很認分、努力
clips\06896.mp3	因為我知道只能夠靠自己
clips\06897.mp3	怪我不把土地給你嗎
clips\06898.mp3	妳能夠幫我在惠如媽媽面前
clips\06899.mp3	媽，每次妳打電話來
clips\06900.mp3	問我的工作順利嗎
clips\06901.mp3	妳知道我心裡多難過嗎
clips\06902.mp3	但是又不甘心
clips\06903.mp3	之前我一直活在自己的世界
clips\06904.mp3	來台北之後
clips\06905.mp3	我才發現想靠自己賺錢開餐廳
clips\06906.mp3	原來我只是
clips\06907.mp3	被你們過度保護的孩子
clips\06908.mp3	媽，知道我的要求很不孝
clips\06909.mp3	但是拜託妳成全我
clips\06910.mp3	繼續在這裡奮鬥
clips\06911.mp3	我知道你很認真工作
clips\06912.mp3	看惠如跟著你這樣
clips\06913.mp3	我也很不捨
clips\06914.mp3	好，這次我就聽你的
clips\06915.mp3	按部就班達成你的目標
clips\06916.mp3	不能虧待人家知道嗎
clips\06917.mp3	凡事都為你設想
clips\06918.mp3	時間不早了，我送妳去坐車
clips\06919.mp3	媽，妳自己也要保重
clips\06920.mp3	不知道委員什麼時候會進來
clips\06921.mp3	你有點耐心先坐著等好嗎
clips\06922.mp3	拜託你打個電話問問
clips\06923.mp3	什麼事這麼急
clips\06924.mp3	跑來辦公室找我
clips\06925.mp3	想要與你商量素帆的契約
clips\06926.mp3	拿最上等的阿里山高山茶
clips\06927.mp3	對了，這是日本進口的蘋果
clips\06928.mp3	聽說立委夫人很喜歡吃
clips\06929.mp3	請你別嫌棄，收下
clips\06930.mp3	樹根兄，賺到錢了
clips\06931.mp3	樹根兄，今天你專程送禮
clips\06932.mp3	是否感謝我幫你解決債務問題
clips\06933.mp3	今天我來找你商量
clips\06934.mp3	關於素帆的契約是否能夠取消
clips\06935.mp3	我覺得你做人太天真了
clips\06936.mp3	難怪你只是討海人
clips\06937.mp3	樹根兄，你真認為這盒水果
clips\06938.mp3	能夠換回女兒嗎
clips\06939.mp3	我會想盡辦法快點還你三百萬
clips\06940.mp3	就是不要我女兒去舞廳上班
clips\06941.mp3	樹根，我告訴你
clips\06942.mp3	三百萬不是小數目
clips\06943.mp3	你要怎麼還
clips\06944.mp3	靠捕魚還是賣蚵仔呢
clips\06945.mp3	反正我會籌錢還你就對了
clips\06946.mp3	我要告訴你一句話
clips\06947.mp3	職業不分貴賤
clips\06948.mp3	這個社會就是靠錢做人
clips\06949.mp3	素帆一天到晚在海邊
clips\06950.mp3	但是我樹根不可能出賣女兒
clips\06951.mp3	你以為這樣是疼愛女兒
clips\06952.mp3	你根本不為她設想
clips\06953.mp3	好，我問你
clips\06954.mp3	忍心看女兒一輩子跟著你
clips\06955.mp3	在一旁賣魚、捕破網嗎
clips\06956.mp3	過陣子我會讓她做正當工作
clips\06957.mp3	我們要面對現實
clips\06958.mp3	連博士都找不到工作了
clips\06959.mp3	聽說素帆連大學都沒讀過
clips\06960.mp3	這種人要如何找工作呢
clips\06961.mp3	樹根，我是好心
clips\06962.mp3	覺得她條件不錯
clips\06963.mp3	趁年輕好好栽培她
clips\06964.mp3	有錢要什麼有什麼
clips\06965.mp3	素帆是個清白的女孩
clips\06966.mp3	你怎麼可以逼她去舞廳上班
clips\06967.mp3	我知道你女兒很正經
clips\06968.mp3	舞廳客人最喜歡這種人
clips\06969.mp3	你很快就能夠還我錢了
clips\06970.mp3	我剛才不是告訴你了
clips\06971.mp3	一切都是為你女兒設想
clips\06972.mp3	樹根，你是我的好朋友
clips\06973.mp3	我不想看你一家人
clips\06974.mp3	跟著你過苦日子，知道嗎
clips\06975.mp3	我是一個民意代表
clips\06976.mp3	滿腦子想的是什麼，你知道嗎
clips\06977.mp3	為民服務，你知道嗎
clips\06978.mp3	那份契約我樹根不承認
clips\06979.mp3	樹根兄，白紙黑字
clips\06980.mp3	我就把契約還給你
clips\06981.mp3	你做人怎麼這麼惡劣
clips\06982.mp3	樹根，我最懂的就是人情世故
clips\06983.mp3	一定說到做到
clips\06984.mp3	大嫂是否叫我協調債務問題
clips\06985.mp3	你女兒為了找工作
clips\06986.mp3	我馬上安排會計的工作
clips\06987.mp3	樹根，我都照做了
clips\06988.mp3	你現在還敢登堂入室罵我
clips\06989.mp3	這有道理嗎
clips\07314.mp3	在不同體制下成長的人
clips\07315.mp3	真的是不一樣
clips\07316.mp3	玩躲貓貓犯法嗎
clips\07317.mp3	妳說這個人是妳男朋友
clips\07318.mp3	一百七十幾
clips\07319.mp3	姑娘，您說得好籠統啊
clips\07320.mp3	我不曾記他身高多高
clips\07321.mp3	難道不知道男朋友身高多高
clips\07322.mp3	好，妳當我沒問
clips\07323.mp3	現在都直接輸入手機
clips\07324.mp3	姑娘啊姑娘
clips\07325.mp3	好，妳說剛從南部上來
clips\07326.mp3	南部家裡電話號碼
clips\07327.mp3	記得，但我不想說
clips\07328.mp3	因為爸媽不放心我來台北
clips\07329.mp3	不想因為這件事讓他們擔心
clips\07330.mp3	您可以跟妳爸爸媽媽說
clips\07331.mp3	全台灣台北市裡面是最多警察
clips\07332.mp3	都像你這種亂抓人的烏龍警察
clips\07333.mp3	再多警察都沒用
clips\07334.mp3	警察不會無緣無故找人麻煩
clips\07335.mp3	我只是對這位小姐的身分
clips\07336.mp3	你就是這位林小姐說的
clips\07337.mp3	她的男朋友，洪家昌先生
clips\07338.mp3	我告訴你，你們這麼亂抓人
clips\07339.mp3	天馬酒家真是很幸運
clips\07340.mp3	都是因為我去那種場所找你
clips\07341.mp3	警察臨檢會緊張
clips\07342.mp3	惠如，對不起，都是我的錯
clips\07343.mp3	手有點扭到
clips\07344.mp3	不用了，浪費錢
clips\07345.mp3	惠如，妳是不是生氣了
clips\07346.mp3	想我男朋友這麼英俊
clips\07347.mp3	每個女人怎麼都穿得這麼清涼
clips\07348.mp3	如果我的男朋友敢變心
clips\07349.mp3	惠如，妳想讓我難過嗎
clips\07350.mp3	雖然工作地方比較複雜
clips\07351.mp3	不過我只是在廚房作菜
clips\07352.mp3	但剛才那個警察說
clips\07353.mp3	你們酒家做了一些違法的事
clips\07354.mp3	妳怕我被人帶壞嗎
clips\07355.mp3	我怕你這種愛替人出頭的個性
clips\07356.mp3	現在只知道要好好努力
clips\07357.mp3	而且餐廳裡要放一個妳的雕像
clips\07358.mp3	都有一個偉大的女人
clips\07359.mp3	不要臉，說自己偉大
clips\07360.mp3	我就是這麼不要臉才敢追求妳
clips\07361.mp3	當初妳、芳姿和素帆
clips\07362.mp3	是學校最有名的三朵花
clips\07363.mp3	妳們身邊有多少蜜蜂圍來圍去
clips\07364.mp3	我看你就是那隻
clips\07365.mp3	謝謝妳給我這隻大黃蜂
clips\07366.mp3	謝謝妳給我這隻大黃蜂機會
clips\07367.mp3	怎麼，不歡迎嗎
clips\07368.mp3	不過我工作真的很忙
clips\07369.mp3	不用，我喝完喜酒就回家
clips\07370.mp3	因為我現在是主廚
clips\07371.mp3	放心，我不會打擾你工作
clips\07372.mp3	回家對你爸爸有個交代
clips\07373.mp3	一定記得先打電話給我
clips\07374.mp3	伯母明天要來台北嗎
clips\07375.mp3	我看你還是把事實告訴伯母
clips\07376.mp3	我不是五星級大飯店的主廚
clips\07377.mp3	只是在酒家上班的廚師
clips\07378.mp3	我怎麼面對妳朋友跟妳媽
clips\07379.mp3	再說這份工作只是暫時的
clips\07380.mp3	最重要是我們
clips\07381.mp3	需要很大勇氣
clips\07382.mp3	我會一直陪在你身邊
clips\07383.mp3	來，現在打電話給你媽
clips\07384.mp3	根本不了解我壓力有多大
clips\07385.mp3	我想出去走走
clips\07386.mp3	順便想想明天該怎麼辦
clips\07387.mp3	不然我當妳的擦鞋童
clips\07388.mp3	李董，這是你的帳單
clips\07389.mp3	李董，你是不是喝醉了
clips\07390.mp3	這手真纖細
clips\07391.mp3	可惜冷冰冰
clips\07392.mp3	應該有人給妳溫暖溫暖
clips\07393.mp3	我現在幫這位小姐看手相
clips\07394.mp3	手長得不錯，就是太薄了
clips\07395.mp3	應該是少奶奶的命
clips\07396.mp3	卻這麼辛苦過日子
clips\07397.mp3	遠在天邊，近在眼前
clips\07398.mp3	妳這麼用力推會害我跌倒耶
clips\07399.mp3	不過沒關係
clips\07400.mp3	妳有定性、有辣
clips\07401.mp3	報告，是我不對
clips\07402.mp3	大家應該互相尊重
clips\07403.mp3	妳疼我，我愛妳
clips\07404.mp3	你不要把我當作舞小姐
clips\07405.mp3	來這裡花錢玩女人
clips\07406.mp3	我對妳已經沒耐心了
clips\07407.mp3	李董來這裡消費就是客人
clips\07408.mp3	這次不扣妳錢就該慶幸了
clips\07409.mp3	剛才江素帆問我什麼意思
clips\07410.mp3	素帆，妳來舞廳
clips\07411.mp3	跟大家早是一家人了
clips\07412.mp3	素帆，歡迎妳加入這個大家庭
clips\07413.mp3	李董，今晚全算我的
clips\07414.mp3	素帆，到我辦公室
clips\07415.mp3	素帆，妳看看
clips\07416.mp3	是不是妳媽媽親手寫的合約
clips\07417.mp3	這是什麼契約
clips\07418.mp3	舞廳所有工作
clips\07419.mp3	包括陪客人跳舞種種
clips\07420.mp3	我媽不可能簽這種合約
clips\07421.mp3	素帆，偽造文書有罪耶
clips\07422.mp3	合約後面確實是妳媽媽的簽名
clips\07423.mp3	媽，有人肯借我們錢嗎
clips\07424.mp3	沒有，有人幫妳介紹工作
clips\07425.mp3	不行，我反對
clips\07426.mp3	當會計，又不是舞小姐
clips\07427.mp3	反而要我當壞人
clips\07428.mp3	江素帆，妳不必那麼傷心
clips\07429.mp3	這間舞廳比家更溫暖
clips\07430.mp3	我會把妳當自己妹妹好好照顧
clips\07431.mp3	讓素帆休息一天
clips\07432.mp3	要她冷靜想想
clips\07433.mp3	好啊，沒問題
clips\07434.mp3	事情已經解決了
clips\07435.mp3	現在開始準備
clips\07436.mp3	讓江素帆陪客人跳舞
clips\07437.mp3	你今天怎麼那麼晚才回來
clips\07438.mp3	阿旺跟明火
clips\07439.mp3	突然找我喝酒
clips\07440.mp3	但是現在青菜很貴耶
clips\07441.mp3	之前就是她帶頭向我們討債耶
clips\07442.mp3	當時張立委怎麼幫我們和解的
clips\07443.mp3	明火說錢都還給他們了
clips\07444.mp3	還向我道歉耶
clips\07445.mp3	說以前是不得已才對我們大聲
clips\07446.mp3	因為日子難過
clips\07447.mp3	就是張立委拿一些錢安撫他們
clips\07448.mp3	素帆要去他介紹的那間舞廳
clips\07449.mp3	妳是不是隱瞞了什麼事情
clips\07450.mp3	我現在去找張立委
clips\07451.mp3	我跟張立委交換條件
clips\07452.mp3	妳真的為了三百萬把我賣掉
clips\07453.mp3	素帆，媽不是故意的
clips\07454.mp3	媽也很後悔
clips\07455.mp3	只是跟張立委簽契約
clips\07456.mp3	他給妳三百萬
clips\07457.mp3	妳安排我去舞廳當會計
clips\07458.mp3	其實真正目的是推我下海
clips\07459.mp3	阿玉，這種事妳都做得出來
clips\07460.mp3	妳怎麼為人母的
clips\07461.mp3	我想素帆去舞廳上班
clips\07462.mp3	先解決債務
clips\07463.mp3	再慢慢跟張立委商量
clips\07464.mp3	妳這麼做打算推素帆下海耶
clips\07465.mp3	我怎麼會傷腦筋呢
clips\07466.mp3	我跟素帆去魚市場被指指點點
clips\07467.mp3	還被恐嚇，你知道嗎
clips\07468.mp3	是我這個爸爸沒用
clips\07469.mp3	害妳們母女跟著我吃苦
clips\07470.mp3	都不該跟人家簽那種契約
clips\07471.mp3	我們只有素帆這個女兒
clips\07472.mp3	女兒是我生的
clips\07473.mp3	我當然會心疼
clips\07474.mp3	不過當時我真的快被錢逼瘋了
clips\07475.mp3	張立委說得很好聽
clips\07476.mp3	媽，他說的話怎麼能夠相信
clips\07477.mp3	他剛才拿契約給我看
clips\07478.mp3	說已經給我們很多時間了
clips\07479.mp3	為什麼至今還沒告訴我
clips\07480.mp3	素帆，媽不是故意的
clips\07481.mp3	媽現在也很後悔
clips\07482.mp3	媽，妳偷偷把我賣了才說後悔
clips\07483.mp3	現在已經來不及了，妳知道嗎
clips\07484.mp3	真沒想到妳這麼狠心賣女兒
clips\07485.mp3	家裡環境比不上別人
clips\07486.mp3	我放棄讀大學的機會
clips\07487.mp3	留在家裡跟你們一起奮鬥
clips\07488.mp3	我心裡毫無怨言
clips\07489.mp3	但是真沒想到
clips\07490.mp3	妳會親手毀掉我的人生
clips\07491.mp3	我我是妳的親生女兒耶
clips\07492.mp3	如果能夠重來一次
clips\07493.mp3	媽寧願剁了自己的手
clips\07494.mp3	都不敢寫那張契約
clips\07495.mp3	現在說這些有什麼用
clips\07496.mp3	阿玉，妳怎麼這麼糊塗呢
clips\07497.mp3	都是我的錯
clips\07498.mp3	我乾脆離開這個家好了
clips\07499.mp3	阿帆，別再哭了
clips\07500.mp3	爸，你先去找媽
clips\07501.mp3	我怕她想不開，你快去
clips\07502.mp3	來台北還習慣嗎
clips\07503.mp3	妳爸媽多想妳啊
clips\07504.mp3	家昌的飯店這麼有名
clips\07505.mp3	親自帶妳去飯店
clips\07506.mp3	好吧，今天麻煩妳囉
clips\07507.mp3	這間飯店裝潢得真漂亮
clips\07508.mp3	又很高級耶
clips\07509.mp3	伯母，家昌嫌廚房太熱
clips\07510.mp3	難道妳不想吃家昌煮的菜嗎
clips\07511.mp3	家昌是這裡的主廚
clips\07512.mp3	很多人都喜歡吃他煮的料理
clips\07513.mp3	他這麼有心
clips\07514.mp3	這間包廂這麼大，不便宜吧
clips\07515.mp3	家昌是員工，有員工價
clips\07516.mp3	看看他進步多少
clips\07517.mp3	不等家昌來再叫他上菜嗎
clips\07518.mp3	現在家昌應該在忙
clips\07519.mp3	在這間大飯店當主廚不容易耶
clips\07520.mp3	這麼豐盛、這麼多
clips\07521.mp3	可以啊，很習慣
clips\07522.mp3	讓他知道家昌現在很會作菜
clips\07523.mp3	這位先生，請問你是
clips\07524.mp3	請問你是哪間包廂的客人
clips\07525.mp3	打包回去你們晚上熱來吃
clips\07526.mp3	我煮的菜合妳口味嗎
clips\07527.mp3	不過也很好吃
clips\07528.mp3	否則我的廚師帽就要被摘掉了
clips\07529.mp3	想在大飯店當主廚不容易耶
clips\07530.mp3	看你這樣我就放心了
clips\07531.mp3	回去對你爸有個交代了
clips\07532.mp3	不用擔心找不到工作
clips\07533.mp3	你們留在台北好好奮鬥
clips\07534.mp3	回去我會在惠如爸媽面前
clips\07535.mp3	幫你說好話
clips\07536.mp3	其實我很喜歡惠如
clips\07537.mp3	很希望她可以當我的媳婦
clips\07538.mp3	惠如，我想
clips\07539.mp3	幫我們三個拍張照
clips\07540.mp3	傳給妳伯父跟爸媽看
clips\07541.mp3	其實我是偷偷出來跟妳見面
clips\07542.mp3	媽，我現在是主廚
clips\07543.mp3	要我試過口味才能夠上菜
clips\07544.mp3	下次我來的時候
clips\07545.mp3	不要再用這個包廂
clips\07546.mp3	媽，有什麼關係
clips\07547.mp3	當然要給妳最好的
clips\07548.mp3	媽，阿昌師要回去忙了
clips\07549.mp3	經理，就是他
clips\07550.mp3	請問你是我們廚房的員工嗎
clips\07551.mp3	請問你們飯店有規定
clips\07552.mp3	不能穿廚師服嗎
clips\07553.mp3	這套衣服是我買給兒子穿的
clips\07554.mp3	我這麼做要鼓勵他、支持他
clips\07555.mp3	有天成為一個人人尊敬的主廚
clips\07556.mp3	更厲害、更有名
clips\07557.mp3	我怕他會欺騙客人
clips\07558.mp3	現在什麼情況
clips\07559.mp3	你們老實說
clips\07560.mp3	媽，其實我是這裡的儲備幹部
clips\07561.mp3	所以那個主管不認識我
clips\07562.mp3	才會告訴妳，他在這裡當主廚
clips\07563.mp3	我就是這裡的正式員工了
clips\07564.mp3	我該向你們主管好好道謝囉
clips\07565.mp3	你去請他進來
clips\07566.mp3	怎麼，不敢去嗎
clips\07567.mp3	就知道你們騙我
clips\07568.mp3	你們真令我傷心、失望
clips\07569.mp3	我會這麼說是怕妳擔心
clips\07570.mp3	你現在在哪裡上班
clips\07571.mp3	還是你根本尚未找到工作
clips\07572.mp3	我在一間酒家上班
clips\07573.mp3	你們就住在這裡嗎
clips\07574.mp3	媽，只是暫住這裡
clips\07575.mp3	以後我賺更多錢買間房子
clips\07576.mp3	妳跟爸可以常來台北玩
clips\07577.mp3	需要這麼顧及面子嗎
clips\07578.mp3	你何必騙我在大飯店當主廚
clips\07579.mp3	現在還妄想買房子
clips\07580.mp3	伯母，別怪家昌
clips\07581.mp3	我兒子絕不會讓他們失望
clips\07582.mp3	伯母，我相信家昌有實力
clips\07583.mp3	只是機會未到
clips\07584.mp3	我也相信他有實力
clips\07585.mp3	但是說謊就是不對
clips\07586.mp3	惠如放棄家中事業
clips\07587.mp3	媽，如果惠如媽媽知道
clips\07588.mp3	怎麼可能答應惠如跟我交往
clips\07589.mp3	你就可以委屈惠如嗎
clips\07590.mp3	害妳跟著家昌來這裡受委屈
clips\07591.mp3	伯母，妳別這麼說
clips\07592.mp3	是我自己決定來台北
clips\07593.mp3	都是我心甘情願
clips\07594.mp3	從小看妳爸媽對妳疼愛有加
clips\07595.mp3	現在妳為了家昌吃這種苦
clips\07596.mp3	我看乾脆妳回去吧
clips\07597.mp3	媽，為什麼妳也要拆散我們
clips\07598.mp3	現在你憑什麼要人家留下
clips\07599.mp3	雖然我現在在酒家工作
clips\07600.mp3	但是我真的很努力
clips\07601.mp3	每天拿鍋鏟
clips\07602.mp3	因為我知道一定得吃苦
clips\07603.mp3	以後才能給惠如幸福
clips\07604.mp3	我知道你很愛惠如
clips\07605.mp3	怎麼可能把女兒交給你
clips\07606.mp3	媽，只要妳不說
clips\07607.mp3	我一定會比現在更努力
clips\07608.mp3	以後一定會給惠如幸福
clips\07609.mp3	伯母，拜託妳
clips\07610.mp3	再給我們一次機會
clips\07611.mp3	暫時不要將事實告訴我媽
clips\07612.mp3	否則她一定要我馬上回去
clips\07613.mp3	媽，回去之後
clips\07614.mp3	我在酒家上班的事嗎
clips\07615.mp3	我能夠不告訴你爸
clips\07616.mp3	不告訴惠如爸爸、媽媽嗎
clips\07617.mp3	如果我真的這麼做
clips\07618.mp3	媽，知道我讓妳失望了
clips\07619.mp3	但是我能夠向妳發誓
clips\07620.mp3	我一定會好好奮鬥、存錢
clips\07621.mp3	我一定是餐廳老闆
clips\07622.mp3	現在你一個月薪水多少
clips\07623.mp3	林林總總都要錢
clips\07624.mp3	你不必僱用人、進貨嗎
clips\07625.mp3	你一點想法都沒有
clips\07626.mp3	我得在你爸爸及惠如爸爸面前
clips\07627.mp3	我就是不想讓惠如媽媽看不起
clips\07628.mp3	雖然我現在工作很辛苦
clips\07629.mp3	但是我很認分、努力
clips\07630.mp3	因為我知道只能夠靠自己
clips\07631.mp3	怪我不把土地給你嗎
clips\07632.mp3	妳能夠幫我在惠如媽媽面前
clips\07633.mp3	媽，每次妳打電話來
clips\07634.mp3	問我的工作順利嗎
clips\07635.mp3	妳知道我心裡多難過嗎
clips\07636.mp3	但是又不甘心
clips\07637.mp3	之前我一直活在自己的世界
clips\07638.mp3	來台北之後
clips\07639.mp3	我才發現想靠自己賺錢開餐廳
clips\07640.mp3	原來我只是
clips\07641.mp3	被你們過度保護的孩子
clips\07642.mp3	媽，知道我的要求很不孝
clips\07643.mp3	但是拜託妳成全我
clips\07644.mp3	繼續在這裡奮鬥
clips\07645.mp3	我知道你很認真工作
clips\07646.mp3	看惠如跟著你這樣
clips\07647.mp3	我也很不捨
clips\07648.mp3	好，這次我就聽你的
clips\07649.mp3	按部就班達成你的目標
clips\07650.mp3	不能虧待人家知道嗎
clips\07651.mp3	凡事都為你設想
clips\07652.mp3	時間不早了，我送妳去坐車
clips\07653.mp3	媽，妳自己也要保重
clips\07654.mp3	不知道委員什麼時候會進來
clips\07655.mp3	你有點耐心先坐著等好嗎
clips\07656.mp3	拜託你打個電話問問
clips\07657.mp3	什麼事這麼急
clips\07658.mp3	跑來辦公室找我
clips\07659.mp3	想要與你商量素帆的契約
clips\07660.mp3	拿最上等的阿里山高山茶
clips\07661.mp3	對了，這是日本進口的蘋果
clips\07662.mp3	聽說立委夫人很喜歡吃
clips\07663.mp3	請你別嫌棄，收下
clips\07664.mp3	樹根兄，賺到錢了
clips\07665.mp3	樹根兄，今天你專程送禮
